names	accessions	source	normalized	description
Lipase_GDSL	PF00657.21	Pfam	PF00657	GDSL-like Lipase/Acylhydrolase
Lipin_N	PF04571.13	Pfam	PF04571	lipin, N-terminal conserved region
Lipocalin	PF00061.22	Pfam	PF00061	Lipocalin / cytosolic fatty-acid binding protein family
Lipoxygenase	PF00305.18	Pfam	PF00305	Lipoxygenase
Lip_A_acyltrans	PF03279.12	Pfam	PF03279	Bacterial lipid A biosynthesis acyltransferase
Lip_prot_lig_C	PF10437.8	Pfam	PF10437	Bacterial lipoate protein ligase C-terminus
LMWPc	PF01451.20	Pfam	PF01451	Low molecular weight phosphotyrosine protein phosphatase
LNS2	PF08235.12	Pfam	PF08235	LNS2 (Lipin/Ned1/Smp2)
Lon_C	PF05362.12	Pfam	PF05362	Lon protease (S16) C-terminal proteolytic domain
LON_substr_bdg	PF02190.15	Pfam	PF02190	ATP-dependent protease La (LON) substrate-binding domain
LPG_synthase_TM	PF03706.12	Pfam	PF03706	Lysylphosphatidylglycerol synthase TM region
LpxB	PF02684.14	Pfam	PF02684	Lipid-A-disaccharide synthetase
LpxC	PF03331.12	Pfam	PF03331	UDP-3-O-acyl N-acetylglycosamine deacetylase
LpxD	PF04613.13	Pfam	PF04613	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD
LpxK	PF02606.13	Pfam	PF02606	Tetraacyldisaccharide-1-P 4'-kinase
LRAT	PF04970.12	Pfam	PF04970	Lecithin retinol acyltransferase
LRRNT_2	PF08263.11	Pfam	PF08263	Leucine rich repeat N-terminal domain
Lum_binding	PF00677.16	Pfam	PF00677	Lumazine binding domain
LuxC	PF05893.13	Pfam	PF05893	Acyl-CoA reductase (LuxC)
LuxE	PF04443.11	Pfam	PF04443	Acyl-protein synthetase, LuxE
LuxS	PF02664.14	Pfam	PF02664	S-Ribosylhomocysteinase (LuxS)
Lyase_1	PF00206.19	Pfam	PF00206	Lyase
Lyase_8	PF02278.17	Pfam	PF02278	Polysaccharide lyase family 8, super-sandwich domain
Lyase_8_C	PF02884.16	Pfam	PF02884	Polysaccharide lyase family 8, C-terminal beta-sandwich domain
Lyase_aromatic	PF00221.18	Pfam	PF00221	Aromatic amino acid lyase
Lyase_catalyt	PF09093.10	Pfam	PF09093	Lyase, catalytic
Lys-AminoMut_A	PF09043.10	Pfam	PF09043	D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit
Lysyl_oxidase	PF01186.16	Pfam	PF01186	Lysyl oxidase
LYTB	PF02401.17	Pfam	PF02401	LytB protein
M20_dimer	PF07687.13	Pfam	PF07687	Peptidase dimerisation domain
MAAL_C	PF07476.10	Pfam	PF07476	Methylaspartate ammonia-lyase C-terminus
Mac	PF12464.7	Pfam	PF12464	Maltose acetyltransferase
Macro	PF01661.20	Pfam	PF01661	Macro domain
Macro_2	PF14519.5	Pfam	PF14519	Macro-like domain
MAF_flag10	PF01973.17	Pfam	PF01973	Protein of unknown function DUF115
Malate_synthase	PF01274.21	Pfam	PF01274	Malate synthase
Malectin_like	PF12819.6	Pfam	PF12819	Carbohydrate-binding protein of the ER
malic	PF00390.18	Pfam	PF00390	Malic enzyme, N-terminal domain
Malic_M	PF03949.14	Pfam	PF03949	Malic enzyme, NAD binding domain
Mannitol_dh	PF01232.22	Pfam	PF01232	Mannitol dehydrogenase Rossmann domain
Mannitol_dh_C	PF08125.12	Pfam	PF08125	Mannitol dehydrogenase C-terminal domain
MaoC_dehydratas	PF01575.18	Pfam	PF01575	MaoC like domain
MAPEG	PF01124.17	Pfam	PF01124	MAPEG family
MASE1	PF05231.13	Pfam	PF05231	MASE1
MASE2	PF05230.10	Pfam	PF05230	MASE2 domain
MATH	PF00917.25	Pfam	PF00917	MATH domain
MazG	PF03819.16	Pfam	PF03819	MazG nucleotide pyrophosphohydrolase domain
MBOAT	PF03062.18	Pfam	PF03062	MBOAT, membrane-bound O-acyltransferase family
MCD	PF05292.10	Pfam	PF05292	Malonyl-CoA decarboxylase C-terminal domain
MCH	PF02289.15	Pfam	PF02289	Cyclohydrolase (MCH)
MCRA	PF06100.10	Pfam	PF06100	MCRA family
MdcE	PF06833.10	Pfam	PF06833	Malonate decarboxylase gamma subunit (MdcE)
MdcG	PF10620.8	Pfam	PF10620	Phosphoribosyl-dephospho-CoA transferase MdcG
MDH	PF02315.15	Pfam	PF02315	Methanol dehydrogenase beta subunit
MDMPI_N	PF11716.7	Pfam	PF11716	Mycothiol maleylpyruvate isomerase N-terminal domain
Me-amine-dh_H	PF06433.10	Pfam	PF06433	Methylamine dehydrogenase heavy chain (MADH)
Me-amine-dh_L	PF02975.13	Pfam	PF02975	Methylamine dehydrogenase, L chain
Melibiase	PF02065.17	Pfam	PF02065	Melibiase
MeMO_Hyd_G	PF02964.15	Pfam	PF02964	Methane monooxygenase, hydrolase gamma chain
MerB	PF03243.14	Pfam	PF03243	Alkylmercury lyase
Metalloenzyme	PF01676.17	Pfam	PF01676	Metalloenzyme superfamily
Metallophos	PF00149.27	Pfam	PF00149	Calcineurin-like phosphoesterase
Metallophos_2	PF12850.6	Pfam	PF12850	Calcineurin-like phosphoesterase superfamily domain
Metallophos_C	PF14008.5	Pfam	PF14008	Iron/zinc purple acid phosphatase-like protein C
Methyltransf_10	PF05971.11	Pfam	PF05971	Protein of unknown function (DUF890)
Methyltransf_11	PF08241.11	Pfam	PF08241	Methyltransferase domain
Methyltransf_12	PF08242.11	Pfam	PF08242	Methyltransferase domain
Methyltransf_13	PF08421.10	Pfam	PF08421	Putative zinc binding domain
Methyltransf_14	PF08484.10	Pfam	PF08484	C-methyltransferase C-terminal domain
Methyltransf_16	PF10294.8	Pfam	PF10294	Lysine methyltransferase
Methyltransf_19	PF04672.11	Pfam	PF04672	S-adenosyl methyltransferase
Methyltransf_2	PF00891.17	Pfam	PF00891	O-methyltransferase
Methyltransf_21	PF05050.11	Pfam	PF05050	Methyltransferase FkbM domain
Methyltransf_23	PF13489.5	Pfam	PF13489	Methyltransferase domain
Methyltransf_24	PF13578.5	Pfam	PF13578	Methyltransferase domain
Methyltransf_25	PF13649.5	Pfam	PF13649	Methyltransferase domain
Methyltransf_3	PF01596.16	Pfam	PF01596	O-methyltransferase
Methyltransf_30	PF05430.10	Pfam	PF05430	S-adenosyl-L-methionine-dependent methyltransferase
Methyltransf_31	PF13847.5	Pfam	PF13847	Methyltransferase domain
Methyltransf_33	PF10017.8	Pfam	PF10017	Histidine-specific methyltransferase, SAM-dependent
Methyltransf_34	PF11312.7	Pfam	PF11312	Putative SAM-dependent methyltransferase
Methyltransf_4	PF02390.16	Pfam	PF02390	Putative methyltransferase
Methyltransf_5	PF01795.18	Pfam	PF01795	MraW methylase family
Methyltransf_7	PF03492.14	Pfam	PF03492	SAM dependent carboxyl methyltransferase
Methyltransf_8	PF05148.14	Pfam	PF05148	Hypothetical methyltransferase
Methyltransf_PK	PF05891.11	Pfam	PF05891	AdoMet dependent proline di-methyltransferase
Methyltrans_SAM	PF10672.8	Pfam	PF10672	S-adenosylmethionine-dependent methyltransferase
Meth_synt_1	PF08267.11	Pfam	PF08267	Cobalamin-independent synthase, N-terminal domain
Meth_synt_2	PF01717.17	Pfam	PF01717	Cobalamin-independent synthase, Catalytic domain
Met_10	PF02475.15	Pfam	PF02475	Met-10+ like-protein
Met_asp_mut_E	PF06368.10	Pfam	PF06368	Methylaspartate mutase E chain (MutE)
Met_synt_B12	PF02965.16	Pfam	PF02965	Vitamin B12 dependent methionine synthase, activation domain
Mg-por_mtran_C	PF07109.10	Pfam	PF07109	Magnesium-protoporphyrin IX methyltransferase C-terminus
MGDG_synth	PF06925.10	Pfam	PF06925	Monogalactosyldiacylglycerol (MGDG) synthase
MGS	PF02142.21	Pfam	PF02142	MGS-like domain
MgtC	PF02308.15	Pfam	PF02308	MgtC family
Mg_chelatase	PF01078.20	Pfam	PF01078	Magnesium chelatase, subunit ChlI
MIase	PF02426.15	Pfam	PF02426	Muconolactone delta-isomerase
MIOX	PF05153.14	Pfam	PF05153	Myo-inositol oxygenase
MIR	PF02815.18	Pfam	PF02815	MIR domain
MmgE_PrpD	PF03972.13	Pfam	PF03972	MmgE/PrpD family
MmlI	PF09448.9	Pfam	PF09448	Methylmuconolactone methyl-isomerase
MmoB_DmpM	PF02406.16	Pfam	PF02406	MmoB/DmpM family
MM_CoA_mutase	PF01642.21	Pfam	PF01642	Methylmalonyl-CoA mutase
Mo-co_dimer	PF03404.15	Pfam	PF03404	Mo-co oxidoreductase dimerisation domain
MoaC	PF01967.20	Pfam	PF01967	MoaC family
MoaE	PF02391.16	Pfam	PF02391	MoaE protein
MobB	PF03205.13	Pfam	PF03205	Molybdopterin guanine dinucleotide synthesis protein B
Mob_synth_C	PF06463.12	Pfam	PF06463	Molybdenum Cofactor Synthesis C
MoCF_biosynth	PF00994.23	Pfam	PF00994	Probable molybdopterin binding domain
MoeA_C	PF03454.14	Pfam	PF03454	MoeA C-terminal region (domain IV)
MoeA_N	PF03453.16	Pfam	PF03453	MoeA N-terminal region (domain I and II)
MOFRL	PF05161.12	Pfam	PF05161	MOFRL family
Molybdopterin	PF00384.21	Pfam	PF00384	Molybdopterin oxidoreductase
Molybdop_Fe4S4	PF04879.15	Pfam	PF04879	Molybdopterin oxidoreductase Fe4S4 domain
Molydop_binding	PF01568.20	Pfam	PF01568	Molydopterin dinucleotide binding domain
MOSC	PF03473.16	Pfam	PF03473	MOSC domain
MOSC_N	PF03476.15	Pfam	PF03476	MOSC N-terminal beta barrel domain
MOZ_SAS	PF01853.17	Pfam	PF01853	MOZ/SAS family
Mqo	PF06039.14	Pfam	PF06039	Malate:quinone oxidoreductase (Mqo)
MR_MLE_C	PF13378.5	Pfam	PF13378	Enolase C-terminal domain-like
MR_MLE_N	PF02746.15	Pfam	PF02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain
MT-A70	PF05063.13	Pfam	PF05063	MT-A70
MTHFR	PF02219.16	Pfam	PF02219	Methylenetetrahydrofolate reductase
MTHFR_C	PF12225.7	Pfam	PF12225	Methylene-tetrahydrofolate reductase C terminal
MTS	PF05175.13	Pfam	PF05175	Methyltransferase small domain
MTTB	PF06253.10	Pfam	PF06253	Trimethylamine methyltransferase (MTTB)
Multi-haem_cyto	PF13447.5	Pfam	PF13447	Seven times multi-haem cytochrome CxxCH
Muraidase	PF11860.7	Pfam	PF11860	N-acetylmuramidase
MurB_C	PF02873.15	Pfam	PF02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain
Mur_ligase	PF01225.24	Pfam	PF01225	Mur ligase family, catalytic domain
Mur_ligase_C	PF02875.20	Pfam	PF02875	Mur ligase family, glutamate ligase domain
Mur_ligase_M	PF08245.11	Pfam	PF08245	Mur ligase middle domain
Myotub-related	PF06602.13	Pfam	PF06602	Myotubularin-like phosphatase domain
N-glycanase_C	PF09113.9	Pfam	PF09113	Peptide-N-glycosidase F, C terminal
NAAA-beta	PF15508.5	Pfam	PF15508	beta subunit of N-acylethanolamine-hydrolyzing acid amidase
NAD-GH	PF10712.8	Pfam	PF10712	NAD-specific glutamate dehydrogenase
NadA	PF02445.15	Pfam	PF02445	Quinolinate synthetase A protein
NADH-u_ox-rdase	PF10785.8	Pfam	PF10785	NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit
NADH5_C	PF06455.10	Pfam	PF06455	NADH dehydrogenase subunit 5 C-terminus
NADHdh	PF00146.20	Pfam	PF00146	NADH dehydrogenase
NADH_4Fe-4S	PF10589.8	Pfam	PF10589	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
NADH_dhqG_C	PF09326.10	Pfam	PF09326	NADH-ubiquinone oxidoreductase subunit G, C-terminal
NADH_u_ox_C	PF12853.6	Pfam	PF12853	C-terminal of NADH-ubiquinone oxidoreductase 21 kDa subunit
NAD_binding_1	PF00175.20	Pfam	PF00175	Oxidoreductase NAD-binding domain
NAD_binding_10	PF13460.5	Pfam	PF13460	NAD(P)H-binding
NAD_binding_11	PF14833.5	Pfam	PF14833	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
NAD_binding_2	PF03446.14	Pfam	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase
NAD_binding_3	PF03447.15	Pfam	PF03447	Homoserine dehydrogenase, NAD binding domain
NAD_binding_5	PF07994.11	Pfam	PF07994	Myo-inositol-1-phosphate synthase
NAD_binding_6	PF08030.11	Pfam	PF08030	Ferric reductase NAD binding domain
NAD_binding_7	PF13241.5	Pfam	PF13241	Putative NAD(P)-binding
NAD_binding_8	PF13450.5	Pfam	PF13450	NAD(P)-binding Rossmann-like domain
NAD_binding_9	PF13454.5	Pfam	PF13454	FAD-NAD(P)-binding
NAD_Gly3P_dh_C	PF07479.13	Pfam	PF07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
NAD_Gly3P_dh_N	PF01210.22	Pfam	PF01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
NAD_kinase	PF01513.20	Pfam	PF01513	ATP-NAD kinase
NAD_synthase	PF02540.16	Pfam	PF02540	NAD synthase
NAF	PF03822.13	Pfam	PF03822	NAF domain
NAGidase	PF07555.12	Pfam	PF07555	beta-N-acetylglucosaminidase
NAGLU_C	PF12972.6	Pfam	PF12972	Alpha-N-acetylglucosaminidase (NAGLU) C-terminal domain
NAGLU_N	PF12971.6	Pfam	PF12971	Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain
NAGPA	PF09992.8	Pfam	PF09992	Phosphodiester glycosidase
NanE	PF04131.13	Pfam	PF04131	Putative N-acetylmannosamine-6-phosphate epimerase
NAPRTase	PF04095.15	Pfam	PF04095	Nicotinate phosphoribosyltransferase (NAPRTase) family
NAS	PF03059.15	Pfam	PF03059	Nicotianamine synthase protein
NAT	PF04768.12	Pfam	PF04768	NAT, N-acetyltransferase, of N-acetylglutamate synthase
NDK	PF00334.18	Pfam	PF00334	Nucleoside diphosphate kinase
NeuB	PF03102.13	Pfam	PF03102	NeuB family
NHase_alpha	PF02979.15	Pfam	PF02979	Nitrile hydratase, alpha chain
NHase_beta	PF02211.14	Pfam	PF02211	Nitrile hydratase beta subunit
NIF	PF03031.17	Pfam	PF03031	NLI interacting factor-like phosphatase
NiFeSe_Hases	PF00374.18	Pfam	PF00374	Nickel-dependent hydrogenase
NiFe_hyd_SSU_C	PF14720.5	Pfam	PF14720	NiFe/NiFeSe hydrogenase small subunit C-terminal
Nitrate_red_del	PF02613.14	Pfam	PF02613	Nitrate reductase delta subunit
Nitrate_red_gam	PF02665.13	Pfam	PF02665	Nitrate reductase gamma subunit
Nitr_red_bet_C	PF14711.5	Pfam	PF14711	Respiratory nitrate reductase beta C-terminal
NLPC_P60	PF00877.18	Pfam	PF00877	NlpC/P60 family
NMO	PF03060.14	Pfam	PF03060	Nitronate monooxygenase
NmrA	PF05368.12	Pfam	PF05368	NmrA-like family
NMT	PF01233.18	Pfam	PF01233	Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain
NMT_C	PF02799.14	Pfam	PF02799	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain
NnrU	PF07298.10	Pfam	PF07298	NnrU protein
NosD	PF05048.12	Pfam	PF05048	Periplasmic copper-binding protein (NosD)
NO_synthase	PF02898.14	Pfam	PF02898	Nitric oxide synthase, oxygenase domain
NPCBM	PF08305.10	Pfam	PF08305	NPCBM/NEW2 domain
NPCBM_assoc	PF10633.8	Pfam	PF10633	NPCBM-associated, NEW3 domain of alpha-galactosidase
NQR2_RnfD_RnfE	PF03116.14	Pfam	PF03116	NQR2, RnfD, RnfE family
NQRA_SLBB	PF11973.7	Pfam	PF11973	NQRA C-terminal domain
NRDD	PF13597.5	Pfam	PF13597	Anaerobic ribonucleoside-triphosphate reductase
Nsp1	PF11501.7	Pfam	PF11501	Non structural protein Nsp1
NTPase_1	PF03266.14	Pfam	PF03266	NTPase
NTP_transferase	PF00483.22	Pfam	PF00483	Nucleotidyl transferase
NTP_transf_2	PF01909.22	Pfam	PF01909	Nucleotidyltransferase domain
NTP_transf_3	PF12804.6	Pfam	PF12804	MobA-like NTP transferase domain
NTP_transf_9	PF04248.11	Pfam	PF04248	Domain of unknown function (DUF427)
Nucleotid_trans	PF03407.15	Pfam	PF03407	Nucleotide-diphospho-sugar transferase
Nuc_deoxyrib_tr	PF05014.14	Pfam	PF05014	Nucleoside 2-deoxyribosyltransferase
NUDIX	PF00293.27	Pfam	PF00293	NUDIX domain
NUDIX-like	PF09296.10	Pfam	PF09296	NADH pyrophosphatase-like rudimentary NUDIX domain
Nudix_N_2	PF14803.5	Pfam	PF14803	Nudix N-terminal
NusB	PF01029.17	Pfam	PF01029	NusB family
O-FucT	PF10250.8	Pfam	PF10250	GDP-fucose protein O-fucosyltransferase
OAD_gamma	PF04277.12	Pfam	PF04277	Oxaloacetate decarboxylase, gamma chain
OB_NTP_bind	PF07717.15	Pfam	PF07717	Oligonucleotide/oligosaccharide-binding (OB)-fold
OCD_Mu_crystall	PF02423.14	Pfam	PF02423	Ornithine cyclodeaminase/mu-crystallin family
Octopine_DH	PF02317.16	Pfam	PF02317	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain
OHCU_decarbox	PF09349.9	Pfam	PF09349	OHCU decarboxylase
OKR_DC_1	PF01276.19	Pfam	PF01276	Orn/Lys/Arg decarboxylase, major domain
OKR_DC_1_C	PF03711.14	Pfam	PF03711	Orn/Lys/Arg decarboxylase, C-terminal domain
OMPdecase	PF00215.23	Pfam	PF00215	Orotidine 5'-phosphate decarboxylase / HUMPS family
Omptin	PF01278.19	Pfam	PF01278	Omptin family
OrfB_IS605	PF01385.18	Pfam	PF01385	Probable transposase
Orn_Arg_deC_N	PF02784.15	Pfam	PF02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
Orn_DAP_Arg_deC	PF00278.21	Pfam	PF00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
OsmC	PF02566.18	Pfam	PF02566	OsmC-like protein
Osmo_MPGsynth	PF09488.9	Pfam	PF09488	Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)
OSR1_C	PF12202.7	Pfam	PF12202	Oxidative-stress-responsive kinase 1 C-terminal domain
Ost4	PF10215.8	Pfam	PF10215	Oligosaccaryltransferase
OTCace	PF00185.23	Pfam	PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
OTCace_N	PF02729.20	Pfam	PF02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
OTU	PF02338.18	Pfam	PF02338	OTU-like cysteine protease
Oxidored-like	PF09791.8	Pfam	PF09791	Oxidoreductase-like protein, N-terminal
Oxidored_FMN	PF00724.19	Pfam	PF00724	NADH:flavin oxidoreductase / NADH oxidase family
Oxidored_molyb	PF00174.18	Pfam	PF00174	Oxidoreductase molybdopterin binding domain
Oxidored_nitro	PF00148.18	Pfam	PF00148	Nitrogenase component 1 type Oxidoreductase
Oxidored_q2	PF00420.23	Pfam	PF00420	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
Oxidored_q3	PF00499.19	Pfam	PF00499	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
Oxidored_q4	PF00507.18	Pfam	PF00507	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
Oxidored_q6	PF01058.21	Pfam	PF01058	NADH ubiquinone oxidoreductase, 20 Kd subunit
P-mevalo_kinase	PF04275.13	Pfam	PF04275	Phosphomevalonate kinase
P5CR_dimer	PF14748.5	Pfam	PF14748	Pyrroline-5-carboxylate reductase dimerisation
PA	PF02225.21	Pfam	PF02225	PA domain
PA14	PF07691.11	Pfam	PF07691	PA14 domain
PaaA_PaaC	PF05138.11	Pfam	PF05138	Phenylacetic acid catabolic protein
PAD	PF03068.14	Pfam	PF03068	Protein-arginine deiminase (PAD)
PAD_porph	PF04371.14	Pfam	PF04371	Porphyromonas-type peptidyl-arginine deiminase
PAF-AH_p_II	PF03403.12	Pfam	PF03403	Platelet-activating factor acetylhydrolase, isoform II
PagL	PF09411.9	Pfam	PF09411	Lipid A 3-O-deacylase (PagL)
Palm_thioest	PF02089.14	Pfam	PF02089	Palmitoyl protein thioesterase
PALP	PF00291.24	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme
Pantoate_ligase	PF02569.14	Pfam	PF02569	Pantoate-beta-alanine ligase
Pantoate_transf	PF02548.14	Pfam	PF02548	Ketopantoate hydroxymethyltransferase
Pan_kinase	PF03309.13	Pfam	PF03309	Type III pantothenate kinase
PaO	PF08417.11	Pfam	PF08417	Pheophorbide a oxygenase
PAP2	PF01569.20	Pfam	PF01569	PAP2 superfamily
PAPS_reduct	PF01507.18	Pfam	PF01507	Phosphoadenosine phosphosulfate reductase family
PAP_assoc	PF03828.18	Pfam	PF03828	Cid1 family poly A polymerase
PAP_central	PF04928.16	Pfam	PF04928	Poly(A) polymerase central domain
PARG_cat	PF05028.13	Pfam	PF05028	Poly (ADP-ribose) glycohydrolase (PARG)
Patatin	PF01734.21	Pfam	PF01734	Patatin-like phospholipase
PB1	PF00564.23	Pfam	PF00564	PB1 domain
PBD	PF00786.27	Pfam	PF00786	P21-Rho-binding domain
PBP5_C	PF07943.12	Pfam	PF07943	Penicillin-binding protein 5, C-terminal domain
PBP_dimer	PF03717.14	Pfam	PF03717	Penicillin-binding Protein dimerisation domain
PCO_ADO	PF07847.11	Pfam	PF07847	PCO_ADO
PCP_red	PF08369.9	Pfam	PF08369	Proto-chlorophyllide reductase 57 kD subunit
PcrB	PF01884.16	Pfam	PF01884	PcrB family
PDEase_I	PF00233.18	Pfam	PF00233	3'5'-cyclic nucleotide phosphodiesterase
PDEase_II	PF02112.14	Pfam	PF02112	cAMP phosphodiesterases class-II
PDH	PF02153.16	Pfam	PF02153	Prephenate dehydrogenase
PDT	PF00800.17	Pfam	PF00800	Prephenate dehydratase
PdxA	PF04166.11	Pfam	PF04166	Pyridoxal phosphate biosynthetic protein PdxA
PdxJ	PF03740.12	Pfam	PF03740	Pyridoxal phosphate biosynthesis protein PdxJ
Pectate_lyase	PF03211.12	Pfam	PF03211	Pectate lyase
Pectinesterase	PF01095.18	Pfam	PF01095	Pectinesterase
Pec_lyase	PF09492.9	Pfam	PF09492	Pectic acid lyase
Pec_lyase_C	PF00544.18	Pfam	PF00544	Pectate lyase
PEMT	PF04191.12	Pfam	PF04191	Phospholipid methyltransferase
Penicil_amidase	PF01804.17	Pfam	PF01804	Penicillin amidase
PEP-utilisers_N	PF05524.12	Pfam	PF05524	PEP-utilising enzyme, N-terminal
PEP-utilizers	PF00391.22	Pfam	PF00391	PEP-utilising enzyme, mobile domain
PEP-utilizers_C	PF02896.17	Pfam	PF02896	PEP-utilising enzyme, TIM barrel domain
PEPcase	PF00311.16	Pfam	PF00311	Phosphoenolpyruvate carboxylase
PEPCK_ATP	PF01293.19	Pfam	PF01293	Phosphoenolpyruvate carboxykinase
PEPCK_C	PF00821.17	Pfam	PF00821	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
PepSY	PF03413.18	Pfam	PF03413	Peptidase propeptide and YPEB domain
Peptidase_A24	PF01478.17	Pfam	PF01478	Type IV leader peptidase family
Peptidase_A4	PF01828.16	Pfam	PF01828	Peptidase A4 family
Peptidase_A8	PF01252.17	Pfam	PF01252	Signal peptidase (SPase) II
Peptidase_C1	PF00112.22	Pfam	PF00112	Papain family cysteine protease
Peptidase_C11	PF03415.13	Pfam	PF03415	Clostripain family
Peptidase_C12	PF01088.20	Pfam	PF01088	Ubiquitin carboxyl-terminal hydrolase, family 1
Peptidase_C13	PF01650.17	Pfam	PF01650	Peptidase C13 family
Peptidase_C14	PF00656.21	Pfam	PF00656	Caspase domain
Peptidase_C15	PF01470.16	Pfam	PF01470	Pyroglutamyl peptidase
Peptidase_C1_2	PF03051.14	Pfam	PF03051	Peptidase C1-like family
Peptidase_C2	PF00648.20	Pfam	PF00648	Calpain family cysteine protease
Peptidase_C25	PF01364.17	Pfam	PF01364	Peptidase family C25
Peptidase_C26	PF07722.12	Pfam	PF07722	Peptidase C26
Peptidase_C48	PF02902.18	Pfam	PF02902	Ulp1 protease family, C-terminal catalytic domain
Peptidase_C50	PF03568.16	Pfam	PF03568	Peptidase family C50
Peptidase_C65	PF10275.8	Pfam	PF10275	Peptidase C65 Otubain
Peptidase_M1	PF01433.19	Pfam	PF01433	Peptidase family M1 domain
Peptidase_M10	PF00413.23	Pfam	PF00413	Matrixin
Peptidase_M10_C	PF08548.10	Pfam	PF08548	Peptidase M10 serralysin C terminal
Peptidase_M13	PF01431.20	Pfam	PF01431	Peptidase family M13
Peptidase_M13_N	PF05649.12	Pfam	PF05649	Peptidase family M13
Peptidase_M14	PF00246.23	Pfam	PF00246	Zinc carboxypeptidase
Peptidase_M15	PF01427.16	Pfam	PF01427	D-ala-D-ala dipeptidase
Peptidase_M15_3	PF08291.10	Pfam	PF08291	Peptidase M15
Peptidase_M17	PF00883.20	Pfam	PF00883	Cytosol aminopeptidase family, catalytic domain
Peptidase_M17_N	PF02789.16	Pfam	PF02789	Cytosol aminopeptidase family, N-terminal domain
Peptidase_M18	PF02127.14	Pfam	PF02127	Aminopeptidase I zinc metalloprotease (M18)
Peptidase_M19	PF01244.20	Pfam	PF01244	Membrane dipeptidase (Peptidase family M19)
Peptidase_M2	PF01401.17	Pfam	PF01401	Angiotensin-converting enzyme
Peptidase_M20	PF01546.27	Pfam	PF01546	Peptidase family M20/M25/M40
Peptidase_M22	PF00814.24	Pfam	PF00814	Glycoprotease family
Peptidase_M23	PF01551.21	Pfam	PF01551	Peptidase family M23
Peptidase_M24	PF00557.23	Pfam	PF00557	Metallopeptidase family M24
Peptidase_M28	PF04389.16	Pfam	PF04389	Peptidase family M28
Peptidase_M29	PF02073.14	Pfam	PF02073	Thermophilic metalloprotease (M29)
Peptidase_M3	PF01432.19	Pfam	PF01432	Peptidase family M3
Peptidase_M32	PF02074.14	Pfam	PF02074	Carboxypeptidase Taq (M32) metallopeptidase
Peptidase_M35	PF02102.14	Pfam	PF02102	Deuterolysin metalloprotease (M35) family
Peptidase_M4	PF01447.17	Pfam	PF01447	Thermolysin metallopeptidase, catalytic domain
Peptidase_M43	PF05572.12	Pfam	PF05572	Pregnancy-associated plasma protein-A
Peptidase_M48	PF01435.17	Pfam	PF01435	Peptidase family M48
Peptidase_M49	PF03571.14	Pfam	PF03571	Peptidase family M49
Peptidase_M4_C	PF02868.14	Pfam	PF02868	Thermolysin metallopeptidase, alpha-helical domain
Peptidase_M7	PF02031.15	Pfam	PF02031	Streptomyces extracellular neutral proteinase (M7) family
Peptidase_M8	PF01457.15	Pfam	PF01457	Leishmanolysin
Peptidase_M9	PF01752.16	Pfam	PF01752	Collagenase
Peptidase_S10	PF00450.21	Pfam	PF00450	Serine carboxypeptidase
Peptidase_S11	PF00768.19	Pfam	PF00768	D-alanyl-D-alanine carboxypeptidase
Peptidase_S13	PF02113.14	Pfam	PF02113	D-Ala-D-Ala carboxypeptidase 3 (S13) family
Peptidase_S15	PF02129.17	Pfam	PF02129	X-Pro dipeptidyl-peptidase (S15 family)
Peptidase_S24	PF00717.22	Pfam	PF00717	Peptidase S24-like
Peptidase_S26	PF10502.8	Pfam	PF10502	Signal peptidase, peptidase S26
Peptidase_S32	PF05579.12	Pfam	PF05579	Equine arteritis virus serine endopeptidase S32
Peptidase_S51	PF03575.16	Pfam	PF03575	Peptidase family S51
Peptidase_S55	PF05580.11	Pfam	PF05580	SpoIVB peptidase S55
Peptidase_S58	PF03576.13	Pfam	PF03576	Peptidase family S58
Peptidase_S6	PF02395.15	Pfam	PF02395	Immunoglobulin A1 protease
Peptidase_S66	PF02016.14	Pfam	PF02016	LD-carboxypeptidase
